FrameNumber,Kanji,Keyword,LastReview,ExpireDate,LeitnerBox,FailCount,PassCount
787,"浮","floating",2019-10-08 17:12:44,2019-11-22,6,0,5
788,"淫","lewd",2019-11-06 02:26:23,2019-11-13,3,2,8
789,"将","leader",2019-11-03 03:31:35,2019-12-01,5,3,9
790,"奨","exhort",2019-10-08 17:12:44,2019-12-04,6,0,5
791,"采","grab",2019-11-04 02:59:50,2020-01-02,6,1,7
792,"採","pick",2019-11-07 03:00:51,2019-11-15,3,2,8
793,"菜","vegetable",2019-10-30 03:28:02,2019-12-14,6,0,5
794,"受","accept",2019-11-02 05:51:50,2019-11-30,5,1,8
795,"授","impart",2019-10-08 17:03:49,2019-11-25,6,0,5
796,"愛","love",2019-10-09 14:33:33,2019-11-27,6,0,5
797,"曖","unclear",2019-10-09 14:13:21,2019-11-24,6,0,5
798,"払","pay",2019-10-28 03:47:48,2019-12-19,6,0,5
799,"広","wide",2019-10-30 03:28:02,2019-12-15,6,0,5
800,"勾","hooked",2019-11-06 02:45:49,2020-01-03,6,1,7
801,"拡","broaden",2019-11-04 02:55:33,2020-01-02,6,0,5
802,"鉱","mineral",2019-10-27 12:11:19,2019-11-26,5,1,7
803,"弁","valve",2019-10-27 12:15:45,2019-11-21,5,2,8
804,"雄","male",2019-11-01 03:35:13,2019-11-29,5,2,8
805,"台","pedestal",2019-10-08 17:08:28,2019-11-28,6,0,5
806,"怠","neglect",2019-10-31 03:14:19,2019-11-26,5,1,7
807,"治","reign",2019-10-09 14:08:26,2019-11-25,6,0,5
808,"冶","metallurgy",2019-10-09 14:28:20,2019-11-25,6,0,5
809,"始","commence",2019-10-12 13:17:54,2019-11-27,6,0,5
810,"胎","womb",2019-10-08 16:46:05,2019-11-25,6,0,5
811,"窓","window",2019-10-31 12:56:41,2019-11-28,5,1,8
812,"去","gone",2019-10-30 03:29:04,2019-12-14,6,0,5
813,"法","method",2019-10-31 03:11:34,2019-12-26,6,0,5
814,"会","meeting",2019-10-09 14:18:03,2019-11-30,6,0,5
815,"至","climax",2019-10-10 02:38:02,2019-12-05,6,0,5
816,"室","room",2019-11-03 03:31:35,2019-12-24,6,0,5
817,"到","arrival",2019-10-08 17:00:26,2019-11-28,6,0,5
818,"致","doth",2019-11-04 02:54:04,2019-11-16,4,1,4
819,"互","mutually",2019-10-09 14:26:47,2019-11-28,6,0,5
820,"棄","abandon",2019-11-04 02:54:04,2019-11-30,5,1,8
821,"育","bring up",2019-10-08 17:10:51,2019-11-25,6,0,5
822,"撤","remove",2019-11-04 02:59:50,2019-11-12,3,2,7
823,"充","allot",2019-11-03 03:26:53,2019-12-28,6,1,6
824,"銃","gun",2019-10-28 03:49:30,2019-11-11,4,3,8
825,"硫","sulfur",2019-10-31 03:04:34,2019-11-26,5,2,8
826,"流","current",2019-10-09 14:14:49,2019-11-24,6,0,5
827,"允","license",2019-10-13 08:23:29,2019-11-28,6,0,5
828,"唆","tempt",2019-11-06 02:32:19,2019-11-11,3,2,9
829,"出","exit",2019-10-31 03:06:29,2019-12-31,6,0,5
830,"山","mountain",2019-10-08 14:31:42,2019-11-18,5,0,4
831,"拙","bungling",2019-10-31 03:05:39,2019-11-24,5,1,8
832,"岩","boulder",2019-10-08 16:47:16,2019-11-27,6,0,5
833,"炭","charcoal",2019-11-09 09:29:40,2019-11-21,4,3,10
834,"岐","branch off",2019-10-13 08:23:29,2019-12-06,6,0,5
835,"峠","mountain pass",2019-10-09 14:25:26,2019-11-27,6,0,5
836,"崩","crumble",2019-10-08 16:49:14,2019-11-23,6,0,5
837,"密","secrecy",2019-11-07 03:05:51,2019-12-02,5,2,9
838,"蜜","honey",2019-10-09 14:11:11,2019-11-29,6,0,5
839,"嵐","storm",2019-11-03 03:28:54,2020-01-02,6,0,5
840,"崎","promontory",2019-10-09 14:28:20,2019-12-02,6,0,5
841,"崖","bluffs",2019-11-02 05:47:51,2019-11-11,3,2,9
842,"入","enter",2019-10-31 03:03:32,2019-12-18,6,0,5
843,"込","crowded",2019-10-08 17:21:12,2019-12-02,6,0,5
844,"分","part",2019-11-03 03:30:02,2019-12-27,6,0,5
845,"貧","poverty",2019-10-30 03:30:20,2019-12-30,6,0,5
846,"頒","partition",2019-10-09 14:33:33,2019-11-28,6,0,5
847,"公","public",2019-10-28 03:49:30,2019-12-22,6,0,5
848,"松","pine tree",2019-10-11 02:38:37,2019-12-10,6,0,5
849,"翁","venerable old man",2019-10-08 16:42:42,2019-11-30,6,0,5
850,"訟","sue",2019-10-08 16:44:12,2019-12-06,6,0,5
851,"谷","valley",2019-10-08 16:42:42,2019-11-25,6,0,5
852,"浴","bathe",2019-10-08 16:47:16,2019-11-30,6,0,5
853,"容","contain",2019-10-08 17:21:12,2019-12-07,6,0,5
854,"溶","melt",2019-10-08 17:17:50,2019-12-06,6,0,5
855,"欲","longing",2019-10-10 02:42:13,2019-11-24,6,1,6
856,"裕","abundant",2019-10-31 12:56:41,2019-11-24,5,3,8
857,"鉛","lead (metal)",2019-10-08 16:46:05,2019-11-22,6,0,5
858,"沿","run alongside",2019-10-09 14:28:20,2019-11-26,6,0,5
859,"賞","prize",2019-11-04 02:52:03,2019-11-29,5,1,8
860,"党","party",2019-11-01 03:22:11,2019-11-29,5,1,8
861,"堂","hall",2019-11-02 05:49:43,2019-12-02,5,1,8
862,"常","usual",2019-11-02 05:47:51,2019-12-17,6,0,5
863,"裳","skirt",2019-10-31 12:54:45,2019-11-22,5,1,7
864,"掌","manipulate",2019-10-08 17:03:49,2019-11-22,6,0,5
865,"皮","pelt",2019-10-13 08:23:29,2019-12-10,6,0,5
866,"波","waves",2019-10-09 14:12:15,2019-12-02,6,0,5
867,"婆","old woman",2019-10-31 03:12:35,2019-12-27,6,1,6
868,"披","expose",2019-10-31 03:06:29,2019-11-28,5,2,8
869,"破","rend",2019-10-09 13:59:22,2019-11-26,6,0,5
870,"被","incur",2019-11-09 09:41:38,2019-12-01,5,3,10
871,"残","remainder",2019-11-01 03:23:27,2019-11-26,5,2,7
872,"殉","martyrdom",2019-10-27 12:12:44,2019-11-11,4,4,6
873,"殊","particularly",2019-10-21 03:09:56,2019-11-19,5,1,7
874,"殖","augment",2019-11-01 03:35:13,2019-11-25,5,1,8
875,"列","file",2019-10-09 14:12:15,2019-12-02,6,0,5
876,"裂","split",2019-10-31 03:02:32,2019-12-18,6,1,6
877,"烈","ardent",2019-11-04 02:57:55,2019-11-10,3,2,9
878,"死","death",2019-10-08 16:42:42,2019-12-08,6,0,5
879,"葬","interment",2019-11-03 03:30:02,2019-11-30,5,1,7
880,"瞬","wink",2019-11-07 03:07:22,2019-11-11,2,5,8
881,"耳","ear",2019-10-10 02:38:02,2019-12-04,6,0,5
882,"取","take",2019-11-09 09:29:40,2019-12-08,5,3,9
883,"趣","gist",2019-11-02 05:49:43,2019-11-29,5,2,8
884,"最","utmost",2019-10-08 14:45:13,2019-12-01,6,1,5
885,"撮","snapshot",2019-11-09 09:33:58,2019-11-21,4,2,9
886,"恥","shame",2019-11-06 02:33:01,2019-12-22,6,1,6
887,"職","post",2019-11-07 03:03:59,2019-11-22,4,4,9
888,"聖","holy",2019-10-08 17:14:17,2019-11-30,6,0,5
889,"敢","daring",2019-11-09 09:33:39,2019-11-21,4,3,10
890,"聴","listen",2019-11-03 03:28:54,2019-12-01,5,3,8
891,"懐","pocket",2019-10-31 03:16:04,2019-11-25,5,4,7
892,"慢","ridicule",2019-11-01 03:23:27,2019-11-29,5,4,8
893,"漫","loose",2019-10-31 03:12:35,2019-11-29,5,3,7
894,"買","buy",2019-11-03 03:25:37,2019-12-25,6,0,5
895,"置","placement",2019-11-04 02:57:55,2019-11-10,3,4,10
896,"罰","penalty",2019-11-05 02:31:38,2019-12-03,5,1,7
897,"寧","rather",2019-10-31 03:04:34,2019-11-14,4,5,9
898,"濁","voiced",2019-11-05 02:32:53,2019-11-12,3,2,8
899,"環","ring",2019-11-07 03:05:51,2019-11-20,4,3,7
900,"還","send back",2019-11-04 02:52:03,2019-11-15,4,3,9
901,"夫","husband",2019-11-01 03:33:31,2019-12-30,6,0,5
902,"扶","aid",2019-11-01 03:35:13,2019-11-24,5,2,8
903,"渓","mountain stream",2019-10-27 11:57:29,2019-11-19,5,1,5
904,"規","standard",2019-10-31 03:08:00,2019-11-25,5,2,8
905,"替","exchange",2019-10-10 02:36:51,2019-12-06,6,0,5
906,"賛","approve",2019-11-07 02:57:19,2019-12-04,5,3,8
907,"潜","submerge",2019-11-06 02:45:49,2019-11-12,3,2,8
908,"失","lose",2019-11-09 09:33:58,2019-12-05,5,4,10
909,"鉄","iron",2019-10-10 02:47:10,2019-11-30,6,0,5
910,"迭","alternate",2019-10-31 03:03:32,2019-11-29,5,1,7
911,"臣","retainer",2019-10-31 03:02:32,2019-12-25,6,0,5
912,"姫","princess",2019-10-31 03:04:34,2019-12-26,6,0,5
913,"蔵","storehouse",2019-11-02 05:49:43,2019-11-26,5,1,7
914,"臓","entrails",2019-11-02 05:47:51,2019-11-27,5,1,5
915,"賢","intelligent",2019-11-02 05:44:38,2019-11-11,3,5,10
916,"腎","kidney",2019-10-31 03:07:10,2019-11-13,4,4,9
917,"堅","strict",2019-11-07 02:59:19,2019-11-16,3,4,10
918,"臨","look to",2019-11-02 05:46:27,2019-11-28,5,3,7
919,"覧","perusal",2019-11-05 02:33:40,2019-11-14,3,4,9
920,"巨","gigantic",2019-11-05 02:31:38,2019-12-24,6,0,5
921,"拒","repel",2019-10-11 02:39:51,2019-11-26,6,0,5
922,"力","power",2019-11-03 03:30:02,2019-12-31,6,0,5
923,"男","man",2019-11-01 03:35:13,2019-12-16,6,0,5
924,"労","labor",2019-10-31 03:06:29,2019-11-22,5,1,7
925,"募","recruit",2019-10-31 12:54:45,2019-11-23,5,1,7
926,"劣","inferiority",2019-10-30 03:29:04,2019-11-28,5,2,7
927,"功","achievement",2019-11-05 02:37:49,2019-11-16,4,3,9
928,"勧","persuade",2019-11-01 03:35:13,2019-11-25,5,1,7
929,"努","toil",2019-11-09 09:39:09,2019-11-21,4,5,10
930,"勃","uprising",2019-10-27 12:12:44,2019-11-10,4,3,8
931,"励","encourage",2019-10-27 12:15:45,2019-11-11,4,1,4
932,"加","add",2019-11-09 09:33:58,2019-12-08,5,0,4
933,"賀","congratulations",2019-11-09 09:43:17,2019-12-08,5,1,5
934,"架","erect",2019-10-28 03:49:30,2019-11-10,4,0,3
935,"脇","armpit",2019-10-28 03:50:00,2019-11-12,4,0,3
936,"脅","threaten",2019-11-02 05:46:27,2019-11-10,3,4,5
937,"協","co-",2019-11-07 02:59:19,2019-11-21,4,2,5
938,"行","going",2019-11-07 03:03:59,2019-12-07,5,0,4
939,"律","rhythm",2019-11-09 09:43:17,2019-12-05,5,0,4
940,"復","restore",2019-10-28 03:49:30,2019-11-10,4,0,3
941,"得","gain",2019-11-09 09:39:09,2019-11-21,4,4,6
942,"従","accompany",2019-11-09 09:28:14,2019-11-22,4,2,5
943,"徒","junior",2019-10-28 03:49:30,2019-11-11,4,1,4
944,"待","wait",2019-11-04 02:59:50,2019-11-18,4,1,4
945,"往","journey",2019-11-09 09:21:33,2019-11-24,4,2,5
946,"征","subjugate",2019-10-31 03:00:44,2019-11-12,4,1,4
947,"径","diameter",2019-11-05 02:37:49,2019-11-18,4,1,4
948,"彼","he",2019-11-07 03:03:59,2019-12-03,5,1,5
949,"役","duty",2019-11-09 09:37:49,2019-11-13,2,3,5
950,"徳","benevolence",2019-11-09 09:44:35,2019-11-11,2,4,6
951,"徹","penetrate",2019-11-06 02:32:19,2019-11-21,4,2,6
952,"徴","indications",2019-10-30 03:30:20,2019-11-13,4,1,4
953,"懲","penal",2019-11-05 02:35:17,2019-11-11,3,3,5
954,"微","delicate",2019-11-09 09:37:49,2019-11-12,2,4,6
955,"街","boulevard",2019-11-09 09:18:43,2019-11-21,4,2,6
956,"桁","girder",2019-11-07 02:53:02,2019-11-12,3,2,5
957,"衡","equilibrium",2019-11-09 09:33:39,2019-12-05,5,1,5
958,"稿","draft",2019-11-06 02:44:50,2019-11-10,2,2,4
959,"稼","earnings",2019-11-03 03:24:09,2019-11-11,3,2,4
960,"程","extent",2019-11-07 03:08:07,2019-11-10,2,5,4
961,"税","tax",2019-11-06 02:30:37,2019-11-19,4,2,4
962,"稚","immature",2019-11-09 09:37:49,2019-11-11,2,2,4
963,"和","harmony",2019-11-06 02:44:50,2019-11-10,2,2,4
964,"移","shift",2019-11-07 02:53:02,2019-11-22,4,1,4
965,"秒","second",2019-10-27 12:14:20,2019-11-10,4,0,3
966,"秋","autumn",2019-11-05 02:33:40,2019-11-11,3,1,4
967,"愁","distress",2019-11-03 03:26:53,2019-11-12,3,2,4
968,"私","private",2019-10-31 12:54:45,2019-11-11,4,0,3
969,"秩","regularity",2019-11-07 02:57:19,2019-11-22,4,2,6
970,"秘","secret",2019-11-09 09:33:39,2019-11-24,4,2,5
971,"称","appellation",2019-11-09 09:44:35,2019-11-12,2,3,4
972,"利","profit",2019-11-01 03:22:11,2019-11-15,4,0,3
973,"梨","pear tree",2019-11-05 02:37:49,2019-11-11,3,4,6
974,"穫","harvest",2019-11-09 09:41:38,2019-11-15,3,4,6
975,"穂","ear of a plant",2019-11-09 09:37:49,2019-11-11,2,3,5
976,"稲","rice plant",2019-11-06 02:26:23,2019-11-17,4,1,4
977,"香","incense",2019-11-06 02:24:52,2019-11-19,4,2,5
978,"季","seasons",2019-11-09 09:41:38,2019-11-21,4,1,5
979,"委","committee",2019-11-07 03:07:22,2019-12-02,5,0,4
980,"秀","excel",2019-11-04 02:50:32,2019-11-17,4,0,3
981,"透","transparent",2019-11-07 03:08:53,2019-11-10,2,4,4
982,"誘","entice",2019-11-07 03:03:59,2019-11-19,4,3,4
983,"稽","training",2019-11-09 09:31:58,2019-11-21,4,2,5
984,"穀","cereals",2019-11-06 02:44:50,2019-11-10,2,2,4
985,"菌","germ",2019-11-09 09:18:43,2019-11-23,4,1,4
986,"萎","numb",2019-11-01 03:22:11,2019-11-13,4,1,4
987,"米","rice",2019-11-01 03:22:11,2019-11-13,4,0,3
988,"粉","flour",2019-11-09 09:41:38,2019-11-16,3,2,5
989,"粘","sticky",2019-11-04 02:50:32,2019-11-15,4,1,4
990,"粒","grains",2019-11-09 09:33:58,2019-11-22,4,2,4
991,"粧","cosmetics",2019-11-06 02:26:23,2019-11-17,4,0,3
992,"迷","astray",2019-11-06 01:50:10,2019-11-20,4,0,3
993,"粋","chic",2019-11-09 09:31:58,2019-11-23,4,0,3
994,"謎","riddle",2019-11-01 03:35:13,2019-11-10,3,0,2
995,"糧","provisions",2019-11-04 02:52:03,2019-11-13,3,0,2
996,"菊","chrysanthemum",2019-11-06 02:30:37,2019-11-14,3,0,2
997,"奥","core",2019-11-05 02:31:38,2019-11-10,3,0,2
998,"数","number",2019-11-06 02:30:37,2019-11-11,3,0,2
999,"楼","watchtower",2019-11-06 02:29:06,2019-11-15,3,0,2
1000,"類","sort",2019-11-05 03:05:43,2019-11-12,3,0,2
2345,"庄","shire",2019-11-06 02:45:49,2019-11-17,4,0,3
